Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202000034509;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034510;1;630;0;;1;3;0;2;30;0;1;; -1;1;5;8;50
202000034511;4;AVE DE L'HIPPODROME;0;;2;5;2;1;(1);(1);1;; -1;1;0;1;50
202000034512;4;BOUGUES  VICTOR(RUE);0;;2;2;0;1;0;0;1;; -1;1;0;3;50
202000034513;4;94 Avenue de Romans;0;;2;2;1;1;(1);(1);1;; -1;1;0;1;50
202000034514;4;;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034515;4;COUBERTIN (RUE PIERRE DE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034516;3;104E2;0;;2;2;1;1;2;638;1;; -1;1;0;5;50
202000034517;3;5;0;;3;4;0;1;0;0;1;; -1;1;0;1;50
202000034518;4;;0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202000034519;4;SAINT EUGEN (PLACE);0;;-1;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034520;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034521;4;AGUILLON (BOULEVARD);0;;2;2;0;1;0;0;1;; -1;1;0;4;50
202000034522;4;MELLIES JEAN;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034523;4;MOULIN JEAN -AVENUE-;0;;2;0;0;1;0;0;1;; -1;1;0;1;50
202000034524;7;GERBAULT ALAIN PROMENADE;0;;1;2;0;1;0;0;1;; -1;1;0;1;50
202000034525;3;745;0;;3;2;0;1;13;337;1;; -1;1;5;1;50
202000034526;3;1083;0;;2;2;0;2;47;43;1;; -1;1;0;1;50
202000034527;4;;0;;1;3;0;1;0;200;1;; -1;1;0;1;70
202000034528;4;;0;;1;4;0;1;5;700;1;; -1;1;0;1;70
202000034529;4;;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202000034530;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034531;4;;0;;2;2;2;2;0;0;1;; -1;1;0;5;50
202000034532;4;;0;;1;4;0;1;0;0;3;; -1;1;0;1;50
202000034533;4;;0;;1;2;1;1;0;0;1;; -1;1;0;5;50
202000034534;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034535;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034536;4;;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202000034537;4;;0;;2;6;2;2;0;0;1;; -1;1;0;5;50
202000034538;4;;0;;2;2;0;2;0;0;1;; -1;1;0;1;50
202000034539;4;;0;;2;2;1;2;0;0;1;; -1;1;0;1;50
202000034540;4;;0;;2;2;0;2;0;0;1;; -1;1;0;1;50
202000034541;4;;0;;2;2;1;1;0;0;1;; -1;1;0;1;50
202000034542;4;;0;;1;2;1;1;0;0;1;; -1;1;8;1;50
202000034543;4;;0;;1;3;3;1;0;0;1;; -1;1;0;1;50
202000034544;4;;0;;2;3;1;1;0;0;1;; -1;1;0;5;50
202000034545;4;;0;;-1;3;1;1;0;0;1;; -1;1;0;1;30
202000034546;4;CRETEIL (BD DE);0;;3;2;0;1;0;1;1;; -1;1;0;1;50
202000034547;3;148;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034548;4;GAMBETTA (AV);0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202000034549;3;7;0;;3;4;2;1;48;0;1;; -1;1;0;1;50
202000034550;4;PIERRE COSMI (QU);0;;-1;0;1;1;0;0;2;; -1;1;2;5;30
202000034551;4;ETIENNE DOLET (R);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034552;3;115;0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202000034553;4;ETIENNE MARCEL (RUE);0;;1;1;1;1;0;0;1;; -1;1;6;1;20
202000034554;3;3;0;;2;3;0;2;2;0;1;; -1;1;0;1;50
202000034555;4;ROULE (AV);0;;-1;2;0;1;0;0;1;; -1;1;0;1;50
202000034556;3;913;0;;3;5;1;1;0;0;1;; -1;1;0;1;50
202000034557;3;992;0;;3;4;0;1;0;0;1;; -1;1;0;1;50
202000034558;3;106;0;;2;8;0;1;1;0;1;; -1;1;5;1;50
202000034559;3;PIERRE GRENIER (AVENUE);0;;2;2;2;1;0;0;1;; -1;1;0;1;50
202000034560;3;203;-1;;2;2;0;1;10;900;1;; -1;1;0;3;80
202000034561;3;366;-1;;2;2;1;1;0;300;1;; -1;1;0;5;50
202000034562;1;61;-1;;3;4;0;1;299;500;1;; -1;1;0;1;130
202000034563;3;159;0;;2;2;0;2;8;150;3;; -1;1;0;1;80
202000034564;1;7;-1;;3;5;0;1;95;650;1;; -1;1;0;1;130
202000034565;3;127;0;D;2;2;0;1;53;100;2;; -1;1;0;1;50
202000034566;3;53;-1;;2;-1;-1;1;(1);(1);3;; -1;1;0;1;-1
202000034567;3;553;-1;;-1;2;0;2;3;644;4;; -1;9;9;8;-1
202000034568;3;61;-1;;2;1;0;1;(1);(1);1;; -1;1;0;1;50
202000034569;3;250;0;;2;2;0;2;6;(1);2;; -1;1;0;3;90
202000034570;2;31;0;;4;3;0;2;18;150;1;; -1;1;5;1;70
202000034571;3;42;-1;;2;2;0;1;20;950;1;; -1;2;0;1;80
202000034572;3;944;-1;;2;2;0;1;11;0;1;; -1;1;5;1;80
202000034573;4;;-1;;2;2;0;2;(1);(1);2;; -1;1;0;1;50
202000034574;3;D330;-1;;2;2;0;1;(1);(1);3;; -1;1;0;1;70
202000034575;3;123;0;;2;2;0;1;18;750;1;; -1;2;0;1;90
202000034576;4;910;0;D;2;2;0;1;17;500;1;; -1;1;0;8;80
202000034577;3;12;0;;2;2;0;2;3;530;3;; -1;1;0;1;80
202000034578;6;;-1;;-1;-1;0;1;(1);(1);1;; -1;1;0;8;-1
202000034579;3;121;-1;;2;2;0;2;51;266;1;; -1;1;9;3;70
202000034580;4;;-1;;2;2;0;1;(1);(1);3;; -1;1;0;1;50
202000034581;3;950;-1;;2;2;0;1;29;400;2;; -1;1;0;3;80
202000034582;3;906;-1;;3;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034583;3;309-4;0;;2;2;0;2;1;600;1;; -1;1;0;1;80
202000034584;3;675;0;;2;2;0;1;(1);(1);2;; -1;2;0;3;80
202000034585;3;85;0;;2;2;0;1;25;239;1;; -1;1;0;1;80
202000034586;3;4;2;B;2;2;0;1;17;700;1;; -1;1;0;3;80
202000034587;1;5;-1;;3;4;0;1;148;750;1;; -1;2;0;1;130
202000034588;3;906;-1;;2;2;0;2;53;200;3;; -1;1;0;1;50
202000034589;3;11;-1;;2;2;0;2;5;200;2;; -1;1;0;1;90
202000034590;3;54;-1;;2;2;0;2;12;740;1;; -1;9;0;3;80
202000034591;1;16;-1;A;3;2;0;1;62;0;1;; -1;2;0;1;110
202000034592;3;606;0;;2;2;0;2;8;160;2;; -1;9;0;1;80
202000034593;1;35;0;;3;2;0;1;228;700;1;;10;2;0;8;130
202000034594;3;612;-1;;3;2;0;1;8;4968;1;; -1;1;0;1;110
202000034595;4;;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034596;3;4;-1;;2;2;0;3;11;875;1;; -1;1;0;1;50
202000034597;1;10;-1;;2;2;0;1;380;0;2;;9,2;2;3;2;70
202000034598;4;97 avenue François Mitterand;-1;;2;2;0;1;(1);(1);1;; -1;1;0;3;50
202000034599;3;150;0;;2;2;0;2;10;400;1;; -1;1;0;1;50
202000034600;3;78;0;;2;2;0;3;1;500;3;; -1;1;0;1;50
202000034601;3;284;0;D;2;2;0;1;4;500;1;; -1;1;0;3;80
202000034602;3;1086;-1;;2;2;0;1;4;700;2;;5;2;0;1;50
202000034603;2;1;-1;;2;2;0;3;313;435;2;; -1;1;0;3;110
202000034604;3;134;0;;2;2;0;1;1;0;1;; -1;1;0;1;90
202000034605;3;101;-1;;2;2;0;1;37;800;1;; -1;1;0;1;80
202000034606;3;12;-1;;-1;2;0;1;3;100;1;; -1;1;0;8;80
202000034607;3;18;-1;;2;2;0;1;44;(1);1;; -1;1;0;3;80
202000034608;3;978;0;D;2;2;0;3;18;800;3;; -1;1;0;1;50
202000034609;3;13;0;D;2;2;0;1;7;200;3;; -1;1;0;3;80
202000034610;2;20;-1;;1;4;0;2;17;800;1;; -1;1;0;1;90
202000034611;3;368;0;;2;2;0;1;1;970;1;;6;1;0;1;50
202000034612;4;;-1;;2;1;0;1;(1);(1);1;;3;1;0;4;50
202000034613;1;5;-1;;3;4;3;1;77;250;1;; -1;1;0;1;130
202000034614;3;56;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;80
202000034615;9;;0;;2;2;0;1;(1);(1);3;; -1;1;9;6;80
202000034616;1;34;0;;3;4;0;1;26;250;1;; -1;2;0;3;130
202000034617;3;958;0;;2;2;0;1;23;650;2;; -1;2;0;8;80
202000034618;3;17;-1;;2;2;0;1;61;200;1;; -1;1;0;1;30
202000034619;3;1203;0;D;2;2;0;1;32;442;1;; -1;1;0;1;50
202000034620;1;62;0;;3;2;0;1;169;300;1;; -1;1;0;3;130
202000034621;1;8;-1;;3;4;0;1;20;0;1;; -1;1;0;1;90
202000034622;3;81;-1;;2;2;0;2;42;200;1;; -1;1;0;1;80
202000034623;3;100;-1;;2;2;0;1;4;300;1;;7;1;0;1;80
202000034624;3;1091;0;;2;2;0;2;44;500;3;; -1;1;0;3;80
202000034625;1;9;0;A;3;4;0;2;16;900;1;; -1;1;0;1;130
202000034626;3;3;-1;;2;2;0;1;57;615;1;;7;1;0;1;-1
202000034627;4;16 avenue gaston Monerville;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034628;3;5;-1;;3;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034629;3;81;-1;D;2;2;0;1;219;900;3;; -1;1;0;1;80
202000034630;2;10;0;;2;2;0;1;34;475;2;; -1;2;0;1;70
202000034631;4;6;-1;D;3;2;0;1;(1);(1);1;; -1;1;0;1;70
202000034632;3;42;-1;;2;2;0;1;29;200;1;; -1;2;0;3;80
202000034633;3;924;0;;2;2;0;1;18;0;1;; -1;1;9;1;50
202000034634;3;900;0;;2;2;0;1;99;300;4;; -1;1;0;1;80
202000034635;3;125;-1;;2;2;0;4;20;750;1;; -1;2;0;3;80
202000034636;3;538;0;D;2;2;0;1;7;0;1;; -1;1;0;1;80
202000034637;3;927;-1;;2;2;0;2;24;500;1;; -1;2;0;3;80
202000034638;3;34;-1;C;2;2;0;1;(1);(1);2;; -1;1;0;1;50
202000034639;3;953;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034640;9;;-1;;2;2;0;1;(1);(1);1;; -1;9;0;3;90
202000034641;1;55;0;;1;2;0;1;15;0;1;; -1;1;0;1;110
202000034642;3;16;-1;;-1;2;0;1;12;360;1;; -1;1;8;1;50
202000034643;1;507 ;0;;1;3;0;1;2;950;1;; -1;1;1;1;70
202000034644;3;941;0;;2;3;0;2;4;500;3;; -1;1;0;3;80
202000034645;7;55;0;;1;2;0;1;0;400;1;; -1;1;1;1;70
202000034646;3;383 ;0;;1;3;0;1;17;49;1;; -1;1;0;1;70
202000034647;3;79;0;;2;2;0;2;6;800;2;; -1;1;0;8;80
202000034648;2;104;0;;1;3;0;2;40;450;2;; -1;2;0;1;50
202000034649;4;;-1;;2;2;0;1;(1);(1);3;; -1;1;0;1;30
202000034650;2;104;0;;1;4;0;1;28;49;1;; -1;2;3;1;90
202000034651;3;520;0;B;2;2;0;2;7;300;4;; -1;1;0;1;80
202000034652;2;118;0;;1;2;0;3;9;300;1;; -1;1;0;3;110
202000034653;2;12;0;;3;2;0;1;26;799;1;;10,5;2;0;1;110
202000034654;3;153;-1;;2;2;0;1;2;150;1;; -1;1;2;8;80
202000034655;1;15;0;;3;9;0;1;22;500;1;; -1;1;2;1;90
202000034656;1;AUTOROUTE A3;0;;3;9;0;2;2;799;1;; -1;1;0;1;90
202000034657;2;7;-1;;2;2;0;1;95;780;1;; -1;1;5;1;80
202000034658;1;4;0;;3;4;0;1;11;0;3;;17,5;2;0;1;90
202000034659;4;;-1;;-1;2;0;1;(1);(1);1;; -1;2;0;8;-1
202000034660;1;4;0;;3;4;0;1;14;199;1;; -1;2;0;1;90
202000034661;3;30;0;D;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034662;1;86;0;INT;3;3;0;1;44;200;1;;14;1;1;1;90
202000034663;3;117;-1;;2;2;0;1;11;959;1;; -1;1;0;8;80
202000034664;1;4;0;;1;3;0;1;31;100;1;; -1;1;0;1;130
202000034665;4;;-1;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202000034666;4;DELISLES (ROUTE HUBERT) CD3;0;;2;3;0;1;0;0;1;; -1;1;0;1;50
202000034667;3;974;-1;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034668;4;DES ASSISES(CHEMIN);0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202000034669;4;60;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202000034670;4;;0;;2;3;0;1;0;0;1;; -1;1;0;1;50
202000034671;4;VERGES(AVENUE);0;;1;1;2;1;0;0;1;; -1;1;0;1;50
202000034672;1;7;0;;1;3;0;1;276;500;1;; -1;1;0;1;90
202000034673;3;0003;0;;2;2;1;1;2;0;1;; -1;1;0;5;50
202000034674;1;16;0;;3;2;0;1;78;349;1;; -1;1;0;1;110
202000034675;2;0001;0;;4;2;0;1;4;50;2;; -1;1;0;1;70
202000034676;1;25;0;;3;1;0;1;15;0;3;; -1;1;0;1;90
202000034677;4;BERTHELOT                           (AV);0;;1;2;0;1;0;0;1;; -1;1;0;1;50
202000034678;4;TERRAILLE                           (R );0;;1;1;2;1;0;0;1;; -1;1;0;1;30
202000034679;2;21;0;;-1;4;0;1;1;600;1;;10;1;0;1;50
202000034680;1; 21;0;;3;2;0;1;35;0;4;; -1;1;0;1;70
202000034681;3;route departementale 317;0;;3;4;0;1;3;100;1;; -1;1;0;1;90
202000034682;2;104;0;;1;3;0;2;59;500;1;; -1;1;0;1;90
202000034683;3;19;0;;3;4;0;1;0;0;1;; -1;2;0;1;70
202000034684;4;MONTBELIARD (FAUBOURG DE);0;;1;2;0;1;1;0;1;; -1;2;0;1;50
202000034685;4;PETINIAUD BEAUPEYRAT (RUE);0;;2;3;0;1;0;0;1;; -1;1;5;1;50
202000034686;3;76;0;;2;2;0;1;5;500;1;; -1;1;0;1;20
202000034687;2;86;0;;3;8;0;1;49;681;1;; -1;1;0;1;90
202000034688;3;351;0;;2;2;0;1;9;1000;1;;7;2;0;1;70
202000034689;1;AUTOROUTE A6;0;;3;6;0;1;21;49;1;; -1;9;8;1;70
202000034690;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034691;1;86;0;;3;4;0;1;2;549;1;; -1;1;2;1;70
202000034692;4;8 MAI 1945   (Rue du);0;;3;2;0;1;0;0;1;; -1;1;0;1;50
202000034693;1;13;0;;3;4;0;1;21;799;1;; -1;1;0;1;110
202000034694;4;;0;;1;5;1;2;0;0;1;; -1;1;0;5;50
202000034695;4;34;0;;2;4;1;1;0;0;1;; -1;1;0;1;50
202000034696;3;SOUBIELLE (AVENUE DU COMMANDANT);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034697;1;86;0;;1;4;0;1;5;400;1;; -1;1;0;1;90
202000034698;4;PAUL ET HENRI COURTEAULT;0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202000034699;4;LAENNEC (RUE);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202000034700;1;3;0;;3;7;0;1;4;500;1;; -1;1;0;1;90
202000034701;4;;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034702;7;750;0;;3;0;2;1;(1);(1);1;;0;1;0;1;50
202000034703;1;3;0;;3;-1;0;1;18;0;1;; -1;1;0;1;90
202000034704;4;RUE DU MARECHAL FOCH ;0;;3;2;2;1;0;0;1;; -1;1;0;1;30
202000034705;1;104;0;;3;8;0;1;1;600;1;; -1;1;0;1;110
202000034706;3;320;0;;2;2;0;1;(1);(1);1;;4;1;0;4;50
202000034707;1;466;0;;1;4;0;1;3;500;1;; -1;1;3;1;130
202000034708;7;AMPHITHEATRE (AVENUE DE L');0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034709;3;767;0;;2;2;0;1;1;490;1;;7;1;0;1;70
202000034710;2;51;0;;3;0;0;1;21;400;1;; -1;1;0;1;70
202000034711;4;FOSSE AUX LEUX (RUE DE LA);0;;2;2;0;1;0;0;2;; -1;1;5;1;30
202000034712;2;244;0;;3;2;0;2;111;500;1;; -1;1;0;1;90
202000034713;4;MIRABEAU;0;;2;2;0;1;0;0;1;; -1;1;0;1;60
202000034714;1;21;0;;1;1;0;2;3;510;3;; -1;1;0;1;50
202000034715;4; Rue Jousselin;0;;2;2;2;2;(1);(1);1;; -1;1;0;5;50
202000034716;3;973;0;;2;2;0;4;0;1;1;; -1;1;2;1;50
202000034717;4;173;0;;2;2;0;1;0;0;2;; -1;1;0;3;50
202000034718;2;844;0;;-1;0;0;1;1;0;1;; -1;2;0;1;70
202000034719;4;662;0;;2;2;1;1;0;0;1;; -1;2;5;1;50
202000034720;3;140;0;;2;4;0;1;0;0;1;; -1;1;0;1;50
202000034721;2;136;0;;3;4;0;1;20;402;1;; -1;1;0;1;90
202000034722;4;VITRE (BLD DE);0;;2;2;0;1;0;0;2;; -1;1;0;1;50
202000034723;4;488;0;;2;2;0;1;39;0;1;; -1;1;0;1;50
202000034724;2;1;0;;3;4;0;2;82;0;1;; -1;1;3;1;110
202000034725;4;AVE DES QUARANTE JOURNAUX;0;;2;5;2;1;(1);(1);1;; -1;1;5;1;50
202000034726;4;PONT (RUE DU);0;;1;2;0;3;(1);(1);3;; -1;1;0;1;50
202000034727;4;BD ANTOINE GAUTIER;0;;3;8;2;2;(1);(1);1;; -1;1;5;1;50
202000034728;4;CRS DE VERDUN;0;;2;7;-1;1;(1);(1);1;; -1;2;-1;1;50
202000034729;2;ROCADE (RN 124 OUEST);0;;2;2;0;1;59;250;1;; -1;1;0;1;80
202000034730;4;Cité Brutus;0;;2;-1;0;1;(1);(1);1;; -1;1;0;1;50
202000034731;1;620;0;;3;3;0;1;3;315;1;;10,5;1;0;1;90
202000034732;4;;0;;-1;2;0;1;(1);(1);1;; -1;1;0;1;50
202000034733;4;POLITZER (RUE GEORGES);0;;3;4;0;1;(1);(1);1;; -1;2;0;1;50
202000034734;4;;0;;1;1;1;1;0;0;1;; -1;1;0;1;50
202000034735;9;RELANCONS CHEMIN DES;0;;2;2;0;2;(1);(1);1;; -1;1;9;1;30
202000034736;4;JULES FAVRE                         (BD);0;;1;2;3;1;0;0;1;; -1;1;0;1;50
202000034737;4;40;0;;2;0;0;1;1;0;1;; -1;1;0;1;50
202000034738;4;;0;;2;2;0;1;1;233;1;; -1;1;0;1;50
202000034739;3;20;0;E;1;2;0;1;1;0;1;; -1;1;0;1;70
202000034740;4;RABATAU (BOULEVARD);0;;2;3;0;1;0;0;1;; -1;1;0;1;50
202000034741;4;CHARLES LIVON (BOULEVARD);0;;3;4;0;2;0;0;1;; -1;1;0;1;50
202000034742;3;8;0;N;2;3;0;1;1;0;1;; -1;1;0;1;50
202000034743;4;PARIS (BOULEVARD DE);0;;1;3;3;1;0;0;1;; -1;1;0;1;50
202000034744;4;;0;;2;2;0;2;1;0;1;; -1;1;9;1;50
202000034745;4;AVIATEUR LE BRIX (RUE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034746;3;MARSEILLE (ROUTE DE );0;;2;1;0;3;(1);(1);4;; -1;1;0;3;50
202000034747;4;;0;;2;4;3;1;0;0;1;; -1;1;5;1;50
202000034748;4;PASTEUR (RUE);0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202000034749;4;MAURICE ROMAGON (RUE);0;;2;2;2;4;0;0;1;; -1;2;0;1;50
202000034750;3;301;0;;2;3;0;1;2;377;1;; -1;1;0;1;70
202000034751;4;;0;;1;4;0;1;16;0;1;;14;1;0;1;70
202000034752;4;;0;;1;4;0;1;29;800;1;;14;1;0;1;70
202000034753;4;;0;;1;3;0;1;5;0;1;; -1;1;0;1;50
202000034754;4;;0;;2;2;0;1;67;0;1;; -1;1;0;1;50
202000034755;4;;0;;1;2;0;1;20;0;4;; -1;1;0;4;50
202000034756;4;;0;;-1;2;0;4;0;0;1;;7;1;0;1;50
202000034757;4;;0;;2;4;0;1;0;0;1;;12;1;5;1;50
202000034758;4;;0;;2;4;0;1;69;0;1;; -1;1;0;1;50
202000034759;4;;0;;1;2;0;1;0;0;1;;4;1;0;1;50
202000034760;4;;0;;2;2;0;1;0;0;1;;5;1;0;1;50
202000034761;4;;0;;3;2;0;2;0;0;1;; -1;2;0;1;50
202000034762;4;;0;;2;3;0;1;0;0;1;;9;1;0;1;30
202000034763;4;;0;;2;3;3;2;180;0;1;; -1;1;0;4;50
202000034764;4;;0;;2;1;0;1;2;0;1;; -1;1;0;1;30
202000034765;4;;0;;2;3;0;1;0;0;1;;9;1;9;1;50
202000034766;4;;0;;2;2;0;1;8;0;1;; -1;1;0;1;50
202000034767;4;;0;;1;4;0;1;4;0;1;; -1;1;0;1;50
202000034768;4;;0;;1;5;0;1;0;0;1;;15;1;0;1;50
202000034769;7;HENRI BARBUSSE (R);0;;2;1;0;2;0;0;1;; -1;1;0;1;30
202000034770;3;19;0;;3;4;0;1;(1);(1);1;; -1;2;0;1;50
202000034771;3;161;0;;-1;1;0;2;0;1;1;; -1;1;0;1;50
202000034772;3;126;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202000034773;4;GARE (PL DE LA);0;;1;1;0;1;0;1;1;; -1;1;9;1;50
202000034774;3;970;0;;2;3;0;1;1;1;1;; -1;1;2;1;50
202000034775;3;902;0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202000034776;3;DIX HUIT JUIN 1940 (AVENUE DU);0;;2;4;0;1;0;0;1;; -1;1;0;1;50
202000034777;3;SAINT LEU (ROUTE DE) 1 à 157;0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202000034778;4;;0;;2;1;0;1;0;1;1;; -1;1;9;1;50
202000034779;3;932;0;;3;4;0;1;0;1;1;; -1;1;5;1;50
202000034780;3;ROSTAND (PROMENADE JEAN);0;;3;4;0;2;0;1;1;; -1;1;0;1;50
202000034781;4;DOCTEUR DESFOSSEZ (RUE DU);0;;1;1;0;2;0;0;1;; -1;1;0;4;50
202000034782;4;MARQUIS DE MORES (RUE DU);0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202000034783;4;HAUTES PATURES (RUE DES);0;;2;1;0;1;0;0;1;; -1;1;0;1;50
202000034784;3;98;0;;2;4;0;1;0;0;1;; -1;1;0;1;50
202000034785;4;RENOUILLERS  (RUE DES);0;;2;0;0;1;0;0;1;; -1;2;6;1;50
202000034786;3;43;-1;;2;2;0;1;27;850;1;; -1;1;0;1;80
202000034787;3;29;-1;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202000034788;3;31;-1;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202000034789;2;2;-1;;1;1;0;1;30;100;1;; -1;1;0;8;50
202000034790;4;20;-1;;2;2;0;2;(1);(1);1;; -1;1;6;1;-1
202000034791;3;917;-1;;2;2;0;2;50;495;1;;5,5;1;0;1;80
202000034792;3;140;-1;;2;2;0;1;16;300;1;;5,5;1;0;3;80
202000034793;3;938;0;;2;2;0;1;50;780;1;;6,5;1;0;1;80
202000034794;3;743;0;;2;3;0;1;4;340;1;;10;2;0;1;80
202000034795;4;;0;;2;2;0;2;(1);(1);1;; -1;2;0;1;80
202000034796;2;21;-1;;2;2;0;2;64;800;2;; -1;1;0;3;80
202000034797;3;210;0;;2;2;0;1;16;0;3;; -1;1;0;1;80
202000034798;3;80;0;;-1;2;0;1;14;200;1;;5,5;1;0;1;50
202000034799;3;790;0;;2;2;0;1;(1);(1);3;; -1;2;0;3;80
202000034800;4;;-1;;2;2;0;1;(1);(1);3;; -1;2;0;1;30
202000034801;3;3;-1;;2;2;0;1;10;0;3;; -1;1;0;1;80
202000034802;3;116;-1;;2;2;0;1;0;80;3;; -1;1;0;1;50
202000034803;3;906;-1;;2;2;0;1;17;104;1;; -1;1;0;1;80
202000034804;3;1075;0;;2;2;0;1;18;649;1;; -1;1;0;1;70
202000034805;3;258;0;;2;2;0;1;1;0;2;;4;9;0;3;80
202000034806;3;64;0;;2;2;0;1;3;200;3;; -1;1;0;3;80
202000034807;3;D902;0;;2;2;0;1;28;0;2;; -1;2;0;1;70
202000034808;3;13;-1;;2;2;0;1;0;200;1;; -1;1;9;1;50
202000034809;3;975;-1;;2;2;0;2;19;540;1;; -1;2;0;8;80
202000034810;3;7;-1;D;2;2;0;1;5;430;1;;4;2;5;1;80
202000034811;2;2;-1;;2;2;0;1;10;500;1;; -1;1;2;1;50
202000034812;2;1;0;X;2;2;0;1;35;0;1;; -1;1;0;1;80
202000034813;1;5;0;;3;4;0;2;69;930;1;; -1;2;0;1;130
202000034814;3;538;-1;;2;2;0;1;35;593;1;; -1;2;0;1;80
202000034815;3;D313;0;A;2;2;0;1;9;3;3;; -1;1;0;1;80
202000034816;3;323;0;D;2;3;0;1;97;50;1;; -1;2;0;1;80
202000034817;3;135;0;;2;2;0;1;12;300;1;; -1;1;0;1;80
202000034818;3;1016;0;;2;2;0;1;6;850;1;; -1;1;0;1;30
202000034819;3;932;-1;A;2;2;0;1;6;200;1;; -1;2;5;1;80
202000034820;3;133;-1;;2;2;0;1;7;110;1;; -1;2;0;1;80
202000034821;1;7;0;;1;3;0;1;273;0;1;; -1;1;0;1;90
202000034822;1;630;0;;3;6;0;1;1;360;1;; -1;1;0;1;90
202000034823;1;106;0;;3;2;0;1;8;439;1;;10,5;1;0;1;70
202000034824;1;6;0;A;-1;3;0;1;4;0;1;;14;1;0;1;90
202000034825;3;86;0;;1;2;0;1;1;0;1;;7;1;9;1;50
202000034826;1;86;0;;3;2;0;1;2;400;1;;7;1;0;1;90
202000034827;1;13;0;;3;3;0;1;42;700;1;;14;2;0;1;110
202000034828;1;4;0;;3;3;0;1;7;800;1;;14;2;0;1;90
202000034829;4;;0;;-1;4;0;1;28;400;1;;14;1;0;1;70
202000034830;4;;0;;1;2;0;2;0;0;1;;5;2;0;1;50
202000034831;4;;0;;1;2;0;1;0;0;1;;7;1;0;1;20
202000034832;4;;0;;1;2;0;1;0;0;1;; -1;2;0;1;50
202000034833;4;;0;;1;2;3;1;0;0;1;;4;1;-1;6;50
202000034834;4;;0;;2;3;0;1;152;0;1;; -1;2;0;1;30
202000034835;4;;0;;1;2;1;1;13;0;1;; -1;2;-1;5;50
202000034836;4;;0;;2;4;0;1;11;0;1;; -1;2;0;1;50
202000034837;3;309;0;;2;2;0;1;2;0;1;; -1;1;0;1;50
202000034838;3;23;0;;2;2;0;1;(1);(1);1;; -1;1;0;3;80
202000034839;4;RESISTANCE (SQUARE);0;;2;2;0;1;0;0;1;; -1;1;0;1;30
202000034840;2;165;0;;3;4;0;1;44;170;1;; -1;1;0;1;90
202000034841;4;LE SANT (RUE  GEORGES );0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202000034842;3;DE GAULLE (GENERAL);0;;2;2;0;1;88;500;1;; -1;1;0;1;30
202000034843;3;1;0;;2;2;0;1;1;799;3;; -1;1;0;1;80
202000034844;3;347;0;;3;3;0;2;21;715;1;; -1;1;8;1;70
202000034845;4;ESTIENNE D'ORVES BOULEVARD;0;;2;2;0;1;0;0;1;; -1;1;0;1;60
202000034846;4;VIEUX RANG DE LANGLEE (RUE DU);0;;2;2;0;1;0;0;2;; -1;1;0;1;30
