Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202200021847;3;PARIS (ROUTE DE);0;;2;1;0;1;28;935;1;; -1;1;0;1;80
202200021848;4;;0;;2;3;1;4;(1);(1);1;; -1;1;0;1;50
202200021849;4;ABBE LEMIRE (RUE DE L );0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200021850;4;AVENUE DES CHAMPS ELYSEES;0;;2;6;0;1;(1);(1);1;; -1;1;0;1;50
202200021851;4;LYON (BOULEVARD DE);0;;3;2;3;1;(1);(1);1;; -1;1;4;1;50
202200021852;4;BOULEVARD DE PORT ROYAL;0;;-1;4;0;1;(1);(1);1;; -1;1;0;1;30
202200021853;2;1;-1;;2;2;0;1;55;750;3;; -1;1;0;1;70
202200021854;4;AVENUE DE FLANDRE;0;;2;6;0;1;(1);(1);1;; -1;1;0;1;30
202200021855;4;PORTE DE SAINT CLOUD;0;;1;4;0;1;(1);(1);1;; -1;1;1;1;70
202200021856;4;RUE ALBERT ROUSSEL;0;;1;1;2;2;(1);(1);1;; -1;1;0;1;30
202200021857;4;AVENUE DE LA GRANDE ARMEE;0;;3;8;0;1;(1);(1);1;; -1;1;0;1;30
202200021858;4;AVENUE FOCH;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200021859;4;BOULEVARD SAINT GERMAIN;0;;1;4;0;1;(1);(1);1;; -1;1;0;1;30
202200021860;4;AVENUE DE LA PORTE DE CHATILLON;0;;-1;6;0;1;(1);(1);1;; -1;1;0;1;30
202200021861;4;RUE D ASSAS;0;;2;2;0;1;(1);(1);1;; -1;2;0;1;30
202200021862;4;BOULEVARD ADOLPHE PINARD;0;;1;2;0;1;(1);(1);1;; -1;1;0;1;50
202200021863;4;AVENUE DE LA PORTE DES LILAS;0;;2;1;0;1;(1);(1);1;; -1;1;0;1;30
202200021864;4;AVENUE RENE COTY;0;;3;2;0;2;(1);(1);1;; -1;1;0;4;30
202200021865;4;NON DENOMMEE EF/19;0;;-1;1;3;1;(1);(1);1;; -1;1;6;6;30
202200021866;4;QUAI DE LA RAPEE;0;;1;4;0;1;(1);(1);1;; -1;1;0;1;30
202200021867;4;AVENUE DE MALAKOFF;0;;2;2;0;1;(1);(1);1;; -1;1;0;4;30
202200021868;4;AVENUE PARMENTIER;0;;2;2;0;2;(1);(1);1;; -1;1;0;1;30
202200021869;4;RUE DU THEATRE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200021870;4;RUE DE LA CROIX NIVERT;0;;2;1;0;1;(1);(1);1;; -1;1;0;1;30
202200021871;4;BOULEVARD DE COURCELLES;0;;2;4;0;1;(1);(1);1;; -1;1;0;1;50
202200021872;4;BOULEVARD JOURDAN;0;;3;8;0;1;(1);(1);1;; -1;1;0;1;30
202200021873;4;QUAI D ORSAY;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200021874;4;BOULEVARD ROMAIN ROLLAND;0;;1;3;0;1;(1);(1);1;; -1;1;0;1;30
202200021875;4;AVENUE D ITALIE;0;;2;6;0;1;(1);(1);3;; -1;1;0;1;30
202200021876;4;BOULEVARD DE LA TOUR MAUBOURG;0;;-1;0;0;1;(1);(1);1;; -1;1;0;1;30
202200021877;4;AVENUE DAUMESNIL;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200021878;4;AVENUE DUQUESNE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200021879;4;BOULEVARD SOULT;0;;1;4;1;1;(1);(1);1;; -1;1;0;5;30
202200021880;3;PAUL VAILLANT COUTURIER (AV);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200021881;4;ESPLANADE SAINT LOUIS;0;;-1;2;0;1;(1);(1);1;; -1;1;0;1;30
202200021882;4;RUE DE LA FOLIE REGNAULT;0;;1;1;0;2;(1);(1);1;; -1;1;0;1;30
202200021883;4;PASTEUR (R);0;;1;1;0;1;0;0;1;; -1;2;0;1;50
202200021884;4;AVENUE DE LA REPUBLIQUE;0;;2;4;0;1;(1);(1);1;; -1;1;0;1;30
202200021885;3;;0;;1;1;0;1;(1);(1);1;; -1;1;0;6;50
202200021886;4;BOULEVARD VOLTAIRE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200021887;4;BRECHE(AVENUE DE LA);0;;3;4;0;1;(1);(1);1;; -1;1;0;1;50
202200021888;4;RUE DE LA GRANGE BATELIERE;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200021889;3;STALINGRAD (BD DE);0;;3;4;0;1;0;1;1;; -1;1;0;1;50
202200021890;4;AVENUE DE WAGRAM;0;;2;4;1;2;(1);(1);1;; -1;1;-1;5;30
202200021891;3;COLONEL GRANCEY (R DU);0;;1;1;0;1;0;1;2;; -1;1;5;1;50
202200021892;4;RUE DE BOURGOGNE;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200021893;4;ALEXANDRE FOURNY (R);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200021894;5;CHAPIT RE ( RUE DU);0;;1;3;0;1;9;399;1;; -1;1;0;1;90
202200021895;4;PLACE DE L HOTEL DE VILLE;0;;-1; -1;0;1;(1);(1);1;; -1;1;6;4;30
202200021896;4;VICTOR HUGO (AVENUE);0;;1;1;0;1;0;0;1;; -1;1;0;1;30
202200021897;9;LOUIS BLERIOT (AV);0;;2;1;0;1;0;0;1;; -1;1;0;1;30
202200021898;3;"""LANDY RD 20, NR IMPAIRS 1 A 144""";0;;1;2;0;1;0;1;1;; -1;1;0;1;30
202200021899;4;REPUBLIQUE (AV DE LA);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;30
202200021900;3;DIVISION LECLERC (AV DE LA);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200021901;3;RESISTANCE (AVENUE DE LA);0;;2;2;0;2;0;1;1;; -1;1;0;1;50
202200021902;3;VERDUN (BD DE);0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202200021903;3;GAULLE(AVENUE DU GENERAL DE);0;;3;6;0;1;0;1;3;; -1;1;0;1;50
202200021904;4;REPUBLIQUE AVENUE DE LA;0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202200021905;3;;-1;;1;3;0;1;0;1;1;; -1;1;0;1;-1
202200021906;3;MAURICE BERTEAUX (AV);0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202200021907;4;ARDOUIN (AV);0;;2;2;0;1;0;0;2;; -1;1;0;8;20
202200021908;4;JACK GOUREVITCH (AV);0;;2;2;0;1;0;0;1;; -1;1;0;1;30
202200021909;3;SALVADOR ALLENDE (AV);0;;3;2;1;1;0;1;1;; -1;1;0;8;50
202200021910;3;GENERAL LECLERC (R DU);0;;2;2;0;1;0;1;1;; -1;1;0;1;30
202200021911;4;GARENNE (R DE LA);0;;2;2;0;1;0;0;3;; -1;1;0;1;50
202200021912;3;RESISTANCE (AVENUE DE LA);0;;2;2;0;1;0;1;1;; -1;1;0;1;30
202200021913;3;GRANDE RUE;0;;2;4;0;1;0;1;1;; -1;1;0;1;50
202200021914;3;NOISY (ROUTE DE) JUSQU'AU 45 ET 50;0;;1;4;0;1;0;1;2;; -1;1;0;4;50
202200021915;4;FLOREAL RUE;0;;2;2;0;1;0;0;1;; -1;1;0;1;30
202200021916;4;EDOUARD VAILLANT N° 1-97;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202200021917;3;CONVENTION (RUE DE LA);0;;3;4;3;1;64;1;1;; -1;1;6;1;50
202200021918;3;VAILLANT-COUTURIER (AVENUE PAUL);0;;3;2;3;1;0;1;1;; -1;1;0;1;50
202200021919;4;GABRIEL PERI  (AVENUE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200021920;3;ABBE NIORT (RUE DE L');0;;2;2;0;1;0;1;2;; -1;1;0;1;50
202200021921;3;5;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202200021922;3;7;0;;2;3;0;1;0;0;1;; -1;1;0;4;50
202200021923;4;;0;;-1;0;0;1;0;0;1;; -1;1;0;1;30
202200021924;3;907;0;;2;2;1;2;0;0;1;; -1;1;0;1;50
202200021925;3;920;0;;1;3;0;1;0;1;1;; -1;1;0;1;50
202200021926;4;;0;;2;3;3;1;0;0;1;; -1;1;0;1;50
202200021927;3;72A;0;;2;2;0;2;0;0;1;; -1;1;0;1;30
202200021928;3;FRERES VOISIN (BOULEVARD DES);0;;3;4;2;1;0;0;1;; -1;1;0;1;50
202200021929;3;20;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200021930;3;131;0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202200021931;3;MADAME DE SANZILLON (RUE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200021932;3;1;0;;3;4;0;1;0;0;1;; -1;1;9;1;50
202200021933;4;;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202200021934;3;117;-1;D;2;2;0;1;79;884;1;; -1;2;0;3;80
202200021935;2;;-1;;2;4;0;1;84;900;1;;3;1;0;1;50
202200021936;1;83;-1;;1;4;0;1;76;0;1;; -1;1;0;1;-1
202200021937;3;6007;0;D;2;2;1;1;28;475;1;; -1;2;0;1;50
202200021938;3;11;-1;D;2;2;0;2;(1);(1);1;;5;1;0;1;50
202200021939;3;;-1;;2;2;0;1;(1);(1);1;;4;1;0;1;50
202200021940;1;5;0;;3;4;0;1;208;800;1;; -1;1;2;1;130
202200021941;2;171;-1;N;3;4;0;1;83;733;1;; -1;1;0;1;90
202200021942;3;51;0;;2;2;0;2;7;500;1;; -1;2;0;3;80
202200021943;4;D26;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;80
202200021944;3;73;2;E;2;2;0;1;14;600;2;; -1;9;0;8;80
202200021945;3;53;-1;;2;2;0;1;2;0;1;; -1;1;0;1;90
202200021946;3;194;-1;;2;2;0;1;4;732;1;; -1;1;0;1;80
202200021947;3;41;-1;;2;2;0;2;1;100;2;; -1;1;0;1;80
202200021948;3;143;0;;2;2;0;1;34;908;1;;5,3;1;0;1;50
202200021949;3;820;0;D;2;2;0;2;2;370;1;; -1;1;5;1;80
202200021950;3;178;0;;2;2;0;1;1;330;1;; -1;1;0;1;80
202200021951;3;212;0; -;2;2;0;1;16;300;1;; -1;1;0;3;80
202200021952;3;12;0;;2;2;0;1;10;450;1;; -1;1;0;1;90
202200021953;3;940;-1;;3;2;3;1;28;930;1;; -1;1;0;1;50
202200021954;3;60;0;D;2;2;0;1;40;760;1;; -1;1;0;1;80
202200021955;3;461;0;D;2;2;0;1;48;350;1;; -1;1;0;1;80
202200021956;3;24;0;D;2;2;0;1;8;47;1;; -1;1;0;1;80
202200021957;3;36;-1;;2;2;0;3;16;741;3;; -1;1;0;3;80
202200021958;3;36;0;D;2;2;0;1;42;96;1;; -1;1;0;6;50
202200021959;4;;0;;-1;1;0;2;(1);(1);1;;3;9;0;1;50
202200021960;3;120;-1;;2;2;0;1;9;95;1;; -1;1;0;1;80
202200021961;3;613;0;;2;2;0;1;4;313;1;; -1;1;0;1;90
202200021962;3;934;-1;;2;2;0;1;12;350;1;; -1;1;9;8;50
202200021963;3;937;-1;;2;2;0;1;21;187;1;; -1;1;0;1;70
202200021964;4;425;0;;2;2;0;1;(1);(1);3;; -1;1;0;3;50
202200021965;3;24;0;D;2;2;0;2;24;300;4;;6;8;0;1;80
202200021966;3;579;-1;;2;2;0;1;2;300;1;; -1;1;0;1;70
202200021967;3;4;0;;2;2;0;4;92;800;2;; -1;1;0;3;80
202200021968;4;;-1;;1;1;0;1;(1);(1);1;;4;1;0;1;50
202200021969;3;976;0;;2;2;0;1;25;820;1;; -1;1;0;1;50
202200021970;3;240;-1;;2;2;0;3;2;320;1;; -1;1;0;3;80
202200021971;3;323;-1;;2;4;0;3;28;850;1;; -1;1;9;1;90
202200021972;1;11;0;A;3;3;0;1;136;0;1;; -1;1;0;3;130
202200021973;7;1532;0;D;1;2;0;1;55;0;1;; -1;1;0;1;50
202200021974;1;9;-1;;3;3;0;1;151;800;1;; -1;1;0;1;130
202200021975;4;;-1;;2;2;0;1;(1);(1);1;;5;1;0;1;50
202200021976;4;;-1;;2;2;0;1;(1);(1);4;;5;1;0;1;50
202200021977;3;952;0;;2;2;0;1;31;625;1;;4;1;0;1;70
202200021978;2;3;-1;;3;4;0;1;10;0;1;; -1;1;0;1;110
202200021979;3;368;0;D;2;2;0;1;1;125;1;; -1;1;0;1;50
202200021980;3;42;-1;;2;2;0;1;(1);(1);3;; -1;1;0;1;80
202200021981;4;;-1;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202200021982;3;979;-1;;2;2;0;1;44;565;1;; -1;1;5;1;70
202200021983;3;910;-1;;2;2;0;1;29;400;1;; -1;1;5;1;80
202200021984;7;6;-1;;2;2;0;1;1;900;3;; -1;1;0;1;80
202200021985;3;16;-1;;2;2;0;2;2;480;3;; -1;1;0;3;50
202200021986;4;;0;;2;2;2;1;(1);(1);1;;5;1;0;1;50
202200021987;3;201E1;0;;2;2;1;1;2;704;1;; -1;1;0;1;80
202200021988;9;;-1;;2;2;0;1;(1);(1);1;;5;1;0;1;50
202200021989;3;18;0;;2;2;0;2;19;465;1;; -1;1;0;1;80
202200021990;3;145;-1;;2;2;0;1;11;865;2;; -1;1;0;1;50
202200021991;3;938;0;D;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200021992;2;41;0;N;3;4;0;1;3;100;1;; -1;1;1;1;90
202200021993;1;A7-Sens Lyon vers Marseille;0;;-1;3;0;1;254;0;1;; -1;1;0;1;90
202200021994;1;A7-Sens Lyon vers Marseille;0;;-1;3;0;1;279;0;1;; -1;1;0;1;90
202200021995;1;A50;0;;1;3;0;1;47;500;1;; -1;1;0;1;130
202200021996;1;Autoroute A31;0;;3;4;0;1;337;399;1;; -1;1;9;1;110
202200021997;2;RN 104;0;;3;6;0;1;30;299;1;; -1;1;0;1;110
202200021998;1;86;0;;1;2;0;1;53;799;1;; -1;1;0;1;70
202200021999;1;AUTOROUTE A106;0;;1;2;0;1;7;679;1;; -1;1;0;1;90
202200022000;1;A13;0;;1;5;0;1;11;0;1;; -1;1;0;1;110
202200022001;1;A4;0;;3;3;0;1;8;500;1;; -1;1;0;1;90
202200022002;1;A86 EXT;0;;3;3;0;1;45;799;1;; -1;1;1;1;90
202200022003;4;HOPITAL (BD);0;;2;0;0;1;0;0;1;; -1;1;0;1;50
202200022004;4;TIPAERUI (CV);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200022005;2;RN3 (1);0;;3;4;0;2;56;500;1;; -1;1;0;1;110
202200022006;3;PETIT MONACO (ROND-POINT);0;;2;2;0;1;0;900;3;; -1;1;0;1;50
202200022007;4;GUILLOTIERE (DE LA)                 (GR);0;;1;1;2;1;(1);(1);1;; -1;1;0;4;30
202200022008;4;CHARLES DE GAULLE                   (QU);0;;2;6;0;1;(1);(1);1;; -1;1;0;1;50
202200022009;4;GENERAL DE GAULLE (BLD DU);0;;3;5;3;1;0;617;1;; -1;1;0;1;50
202200022010;2;BISHOP (Avenue Maurice);0;;1;2;0;1;1;218;1;; -1;1;0;1;50
202200022011;4;DOCTEUR GAILLETON (DU)              (QU);0;;2;6;3;1;(1);(1);1;; -1;1;0;1;50
202200022012;4;CHATEAU DE LA DUCHERE (DU)          (R );0;;2;2;0;2;(1);(1);3;; -1;8;0;1;50
202200022013;4;CARDO - RT INFERIEURE DE;0;;2;1;0;2;1;0;1;; -1;1;0;1;50
202200022014;4;TERASSON;0;;-1;1;0;1;16;239;1;; -1;1;0;1;50
202200022015;3;BOLOGNE (ROUTE DE);0;;2;2;0;2;(1);(1);2;; -1;1;0;1;50
202200022016;4;SALENGRO ROGER ( BOULEVARD);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200022017;3;TROPIQUES (AVENUE DES);0;;2;0;0;1;(1);(1);1;; -1;1;0;1;50
202200022018;4;DEDALE (RUE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200022019;4;VERDUN (BOULEVARD DE);0;;2;3;0;1;(1);(1);1;; -1;1;9;1;50
202200022020;3;ROCADE SUD EST (RD 162);0;;3;2;0;1;6;50;1;; -1;1;0;1;90
202200022021;4;DELILLE RUE;0;;2;0;0;1;(1);(1);1;; -1;1;0;1;50
202200022022;4;3EME RGT DES TIRAILLEURS ALGERIENS (AVE);0;;2;1;0;2;0;0;2;; -1;1;0;1;50
202200022023;4;PLAYES (ROCADE DES);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200022024;4;MOLIERE (RUE);0;;2;2;2;1;(1);(1);1;; -1;1;0;1;30
202200022025;6;CEP AVENUE DU;0;;-1;0;0;1;(1);(1);1;; -1;1;0;8;50
202200022026;3;D 151;0;;2;2;0;1;0;850;2;; -1;2;0;1;70
202200022027;3;AV THIBAUD DE CHAMPAGNE;0;;2;2;0;2;13;343;1;; -1;1;0;1;50
202200022028;4;BERNARD PALISSY (RUE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202200022029;4;MARCEAU (RUE);0;;2;4;1;1;0;0;1;; -1;2;0;5;50
202200022030;4;VAN GOGH (RUE);0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202200022031;4;DURAND GEORGES (AV) N° IMP 1 A 141;0;;3;2;0;1;0;0;1;; -1;1;0;1;50
202200022032;4;BESSEMER (RUE);0;;2;2;0;2;(1);(1);1;; -1;1;0;1;50
202200022033;4;;0;;2;2;2;1;(1);(1);1;; -1;1;0;6;50
202200022034;4;FRANKLIN ROOSEVELT                  (AV);0;;2;2;3;1;(1);(1);1;; -1;1;4;6;50
202200022035;4;ROBERTSAU (ALLEE DE LA);0;;3;6;1;1;(1);(1);1;; -1;1;0;1;50
202200022036;4;ALDUY (Paul);0;;2;3;1;1;(1);(1);2;; -1;1;0;1;50
202200022037;4;CORPS FRANC POMMIES;0;;-1;2;0;1;(1);(1);1;; -1;1;8;1;50
202200022038;4;CAMOU;0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
202200022039;4;ALLEES MARINES (AVENUE DES);0;;-1;2;0;2;0;0;1;; -1;1;1;8;30
202200022040;4;DOLET (RUE ETIENNE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200022041;4;ALSACE (RUE D');0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200022042;3;METZ (ROUTE DE);0;;2;2;0;1;24;360;1;; -1;1;0;1;70
202200022043;4;VERDUN(AVENUE DE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200022044;1;6;0;;3;4;0;2;294;900;2;; -1;2;0;2;110
202200022045;3;FRANCHEPRE (RUE DE);0;;2;2;0;1;3;553;1;; -1;1;0;1;50
202200022046;3;10;-1;;2;2;0;1;38;400;1;;9;1;0;1;80
202200022047;4;SAINT THIERRY (RUE) DU N°138 A FIN ET N°;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200022048;1;10;-1;;3;4;0;1;464;600;1;;10;2;0;1;130
202200022049;4;GOURAUD (PLACE DU GENERAL) COTE OPPOSE A;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200022050;2;3;0;;2;2;0;1;136;725;1;; -1;1;0;3;70
202200022051;3;CINQ CHEMINS (RUE DES);0;;-1;2;1;1;0;61;1;; -1;1;0;5;50
202200022052;3;;-1;;2;2;0;1;2;725;1;;4;1;0;1;50
202200022053;3;LOGES (CHEMIN DE LA);0;;2;1;0;4;0;1;1;; -1;1;0;1;50
202200022054;4;JEAN JAURES RUE;0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202200022055;3;916;-1;D;2;2;0;1;24;135;1;; -1;1;0;1;50
202200022056;4;ALLENDE SALVADOR;0;;2;2;0;2;(1);(1);2;; -1;1;0;1;50
202200022057;7;EDMOND ESMONIN (AVENUE);0;;1;3;3;1;1;500;1;; -1;1;0;3;50
202200022058;7;18;0;;2;2;1;2;(1);(1);1;; -1;1;9;3;50
202200022059;7;14;-1;;2;2;0;1;18;700;1;; -1;9;0;1;70
202200022060;4;LORIENT (DE);0;;2;2;1;1;(1);(1);1;; -1;1;0;1;50
202200022061;4;MISTRAL FREDERIC (BD);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200022062;3;13;-1;;2;2;0;1;19;800;3;; -1;2;2;1;70
202200022063;4;QUAI LOUIS XVIII;0;;2;5;3;1;(1);(1);1;; -1;1;0;1;50
202200022064;4;AVE DES EYQUEMS;0;;2;3;0;1;(1);(1);1;; -1;1;5;1;30
202200022065;1;7;0;A;3;3;0;3;12;350;3;; -1;1;0;2;90
202200022066;4;AVE DE LA GRANGE NOIRE;0;;2;4;1;1;(1);(1);1;; -1;1;0;1;50
202200022067;4;80;0;;-1;1;0;1;0;0;1;; -1;1;0;1;50
202200022068;3;D 39;0;;2;2;0;2;28;475;3;; -1;1;0;3;80
202200022069;3;D788;-1;;2;2;0;1;2;420;4;; -1;6;0;3;80
202200022070;3;;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200022071;4;TALABOT (BOULEVARD);0;;2;2;0;1;0;0;1;; -1;1;9;1;50
202200022072;7;d5;0;;2;2;0;2;8;210;1;; -1;1;0;1;50
202200022073;4;HUGO VICTOR (DE 1 A 17 ET 2 A 20);0;;2;2;0;2;(1);(1);1;; -1;1;0;1;30
202200022074;4;;-1;;1;1;0;1;(1);(1);1;;3;1;0;1;50
202200022075;4;CROS (RUE CHARLES);0;;-1;2;1;1;(1);(1);1;; -1;1;9;1;50
202200022076;3;6;0;D;2;2;0;1;16;400;1;;6;2;0;1;90
202200022077;4;2;0;;2;2;0;1;(1);(1);1;; -1;2;9;1;30
202200022078;3;;-1;;1;1;0;1;15;854;1;;4;1;5;1;50
202200022079;3;2;0;;2;2;0;2;20;550;2;; -1;2;0;3;50
202200022080;3;0;0;O;2;2;0;1;23;485;1;; -1;1;2;1;50
202200022081;3;57;-1;;2;2;0;1;10;840;1;; -1;2;0;1;80
202200022082;3;642;-1;;2;2;0;1;(1);(1);1;; -1;2;0;1;80
202200022083;1;A507 sens Marseille - Aubagne;0;;1;4;0;1;8;600;1;; -1;1;1;1;70
202200022084;1;Autoroute A30;0;;3;4;0;1;2;400;1;; -1;1;0;1;110
202200022085;1;AUTOROUTE A 63;0;;3;4;0;1;0;689;1;; -1;2;0;1;110
202200022086;1;ROCADE A 630;0;;3;4;0;1;10;878;1;; -1;4;0;1;70
202200022087;1;AUTOROUTE A1;0;;-1;8;0;1;206;800;1;; -1;1;0;1;110
202200022088;1;AUTOROUTE A6;0;;3;3;0;1;18;788;1;; -1;1;0;1;110
202200022089;1;AUTOROUTE A6;0;;1;3;0;1;14;0;1;; -1;1;2;1;110
202200022090;1;AUTOROUTE A86;0;;-1;2;0;1;51;0;1;; -1;1;1;1;70
202200022091;1;AUTOROUTE A6;0;;1;6;0;1;11;800;1;; -1;1;0;1;110
202200022092;1;86;0;;1;3;0;1;7;900;1;; -1;1;3;1;110
202200022093;1;A13;0;;3;3;0;1;31;600;1;; -1;1;0;1;110
202200022094;1;A13;0;;3;3;0;1;6;800;1;; -1;1;0;1;90
202200022095;1;A12 W;0;;-1;4;0;1;0;800;2;; -1;1;0;1;110
202200022096;1;A13W;0;;1;2;0;1;21;899;1;; -1;1;0;1;110
202200022097;1;AUTOROUTE A1;0;;3;4;0;1;18;0;1;; -1;1;0;2;110
202200022098;1;AUTOROUTE A1;0;;3;8;0;2;0;400;1;; -1;1;0;1;90
202200022099;2;RN104;0;;1;1;0;1;3;500;3;; -1;2;0;1;50
202200022100;3;R.D.767;0;;3;4;0;1;50;0;1;; -1;1;0;1;110
202200022101;4;RUE JULES GARNIER;0;;2;2;0;1;0;0;1;; -1;1;0;8;50
202200022102;4;MASCAREIGNES(BOULEVARD);0;;2;2;0;1;0;0;1;; -1;1;0;4;50
202200022103;4;ALBERT THOMAS                       (CO);0;;2;5;3;1;(1);(1);1;; -1;1;0;1;50
202200022104;3;ROUTE DEPARTEMENTALE 3;0;;2;2;0;1;4;500;1;; -1;1;0;1;70
202200022105;2;ROUTE NATIONALE 1;0;;2;6;0;1;5;400;1;; -1;1;0;1;60
202200022106;3;SOLEIL LEVANT (BOULEVARD DU);0;;2;2;0;2;0;500;1;; -1;1;0;1;50
202200022107;2;REDOUTE (ROUTE DE LA);0;;2;2;0;1;3;200;1;; -1;1;0;1;50
202200022108;3;REPUBLIQUE (AVENUE DE LA);0;;2;2;0;2;0;0;1;; -1;1;0;1;30
202200022109;3;1ERE ARMEE (AVENUE);0;;3;4;0;1;1;650;1;; -1;1;9;4;50
202200022110;3;LAGNY  (RUE DE  );0;;4;2;0;1;25;40;1;; -1;1;9;1;30
202200022111;4;ESCARPE (RUE DE L');0;;2;2;0;2;(1);(1);3;; -1;1;0;4;30
202200022112;4;MARECHAL FOCH (RUE);0;;2;2;0;4;(1);(1);2;; -1;2;0;4;50
202200022113;3;GIVRY (ROUTE DE );0;;2;2;0;1;3;220;1;; -1;1;0;1;70
202200022114;4;CUZIN                               (R );0;;2;2;3;1;(1);(1);1;; -1;1;0;1;50
202200022115;7;PIERRE SEMARD                       (BD);0;;1;2;0;2;15;800;1;; -1;1;2;1;50
202200022116;7;UNIVERSITE  (DE L')              (BD);0;;2;4;0;2;(1);(1);3;; -1;1;0;1;50
202200022117;4;RUE LAVOISIER;0;;1;1;1;1;0;0;1;; -1;1;0;1;50
202200022118;4;ST BONNET DE MURE (DE)              (CH);0;;2;2;2;1;(1);(1);1;; -1;1;0;1;50
202200022119;3;;0;;2;2;0;1;0;450;1;; -1;1;5;1;30
202200022120;3;ALSACE (RUE D');0;;3;5;1;1;1;300;1;; -1;1;0;5;50
202200022121;3;ANATOLE FRANCE (RUE);0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202200022122;7;GENAS (DE)                          (RO);0;;3;5;0;1;0;200;1;; -1;1;0;1;50
202200022123;4;BERLIOZ;0;;2;2;2;1;(1);(1);1;; -1;1;0;1;50
202200022124;4;JULES FERRY                         (R );0;;2;2;2;2;(1);(1);1;; -1;1;0;1;50
202200022125;4;MONTAIGNE (AVENUE);0;;2;2;1;1;(1);(1);1;; -1;1;0;4;50
202200022126;4;SALVADOR ALLENDE                    (AV);0;;2;2;1;1;(1);(1);1;; -1;1;0;1;50
202200022127;3;RD810;0;;2;2;0;1;30;90;1;; -1;1;0;1;50
202200022128;4;TILLE (RUE DE);0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200022129;4;NEUVILLE (ROUTE DE);0;;2;2;0;4;(1);(1);3;; -1;1;0;4;50
202200022130;4;SASSELANGE (RUE EDOUARD);0;;2;3;0;1;(1);(1);1;; -1;1;9;1;50
202200022131;7;GRAND COTTIGNIES (AVENUE DU);0;;2;1;0;1;(1);(1);1;; -1;1;0;1;50
202200022132;4;RAMON BOULEVARD;0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202200022133;7;RUE FÉLIX ESCLANGON;0;;1;1;0;1;62;819;3;; -1;1;5;3;50
202200022134;7;JAURES JEAN RUE;0;;2;0;0;1;(1);(1);1;; -1;1;0;1;50
202200022135;7;RD 137;0;;3;4;0;1;56;810;1;; -1;2;0;2;110
202200022136;4;GUESDE JULES RUE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;50
202200022137;4;AUGE DE PIERRE (ROND POINT DE L');0;;1;2;1;1;(1);(1);2;; -1;1;0;1;50
202200022138;4;STRATEGIQUE (CHEMIN);0;;2; -1;0;2;(1);(1);2;; -1;2;0;1;50
202200022139;4;CRS DE LUZE;0;;2;2;0;1;(1);(1);1;; -1;1;0;1;30
202200022140;4;JUIN (AVENUE DU MARECHAL);0;;1;1;0;1;(1);(1);1;; -1;1;0;1;50
