Num_Acc;categorie_route;regime_circulation;nombre_voies;profil_route;trace_route;etat_surface;situation_accident;vitesse_max_autorisee
202300027995;4;1;1;1;1;1;1;50
202300027995;4;2;2;1;1;1;1;30
202300027996;3;2;2;1;1;1;1;50
202300027997;3;2;2;1;1;1;3;80
202300027998;4;2;2;1;1;1;1;30
202300027999;4;3;4;1;1;1;1;70
202300028000;3;2;2;2;2;1;1;70
202300028001;3;2;2;4;3;1;1;80
202300028002;3;1;2;1;1;1;1;40
202300028002;3;3;2;1;1;1;1;40
202300028003;7;2;2;1;1;1;1;50
202300028004;4;1;4;1;1;1;1;70
202300028005;3;2;2;1;1;1;1;50
202300028005;3;3;4;1;2;1;1;50
202300028006;3;2;2;1;1;1;1;80
202300028006;3;2;2;1;1;1;1;
202300028007;3;2;2;1;1;2;3;80
202300028007;3;;;1;1;2;3;
202300028008;4;1;4;1;1;2;1;70
202300028009;3;2;2;2;2;2;1;80
202300028010;4;1;1;1;1;1;1;50
202300028011;3;2;2;2;4;1;1;90
202300028012;3;3;2;1;1;1;1;50
202300028013;3;3;4;1;1;1;1;30
202300028014;4;2;2;1;1;1;1;30
202300028014;4;1;1;1;1;1;1;30
202300028015;3;2;2;2;1;1;1;90
202300028016;1;3;4;1;2;2;2;130
202300028017;4;2;2;1;3;1;1;50
202300028018;1;3;5;2;2;1;1;110
202300028019;4;2;;1;1;1;1;30
202300028019;4;2;2;1;1;1;1;30
202300028020;3;2;3;1;1;1;8;50
202300028021;3;2;2;4;1;1;1;50
202300028021;3;2;2;1;1;1;1;50
202300028022;1;3;4;1;1;2;1;110
202300028023;4;3;6;1;1;1;5;30
202300028024;3;2;2;3;3;1;3;90
202300028025;3;3;4;1;1;1;1;50
202300028026;4;1;2;2;1;1;4;30
202300028027;4;2;2;2;1;1;1;30
202300028027;4;1;1;2;1;1;1;30
202300028028;3;2;2;2;3;1;3;90
202300028029;2;2;2;2;3;2;3;80
202300028030;3;3;6;1;1;1;6;50
202300028030;3;2;2;1;1;1;1;
202300028031;2;2;2;1;1;2;1;50
202300028032;3;2;2;1;1;1;1;50
202300028033;4;1;;1;1;1;1;30
202300028033;4;1;1;2;1;1;1;30
202300028034;3;2;4;1;1;1;1;50
202300028034;3;2;2;2;1;1;1;50
202300028035;3;2;2;1;1;1;1;80
202300028036;4;2;2;1;1;1;1;30
202300028036;4;2;;1;1;1;1;30
202300028037;4;2;1;1;1;2;1;50
202300028038;3;2;2;1;2;1;3;90
202300028039;3;1;2;1;1;1;1;50
202300028040;3;2;2;1;1;1;3;90
202300028041;4;1;1;2;1;1;1;30
202300028042;4;1;1;1;1;1;1;50
202300028043;4;1;1;1;4;1;1;50
202300028043;4;2;2;1;1;1;1;50
202300028044;4;2;2;2;1;1;8;50
202300028045;3;2;2;2;2;5;3;80
202300028046;3;2;2;1;1;1;8;30
202300028047;7;2;2;1;2;1;1;70
202300028048;3;2;2;1;1;1;1;80
202300028049;3;2;2;1;1;1;1;30
202300028049;3;2;2;1;1;1;1;50
202300028050;3;2;2;1;4;1;3;80
202300028051;4;2;2;2;2;2;1;80
202300028052;4;1;1;1;1;1;1;50
202300028053;3;2;2;1;1;1;1;50
202300028054;3;2;2;2;1;1;1;80
202300028054;3;2;;1;1;1;1;
202300028055;3;2;2;2;3;1;1;80
202300028056;1;;4;1;1;1;1;90
202300028057;4;1;2;1;1;1;1;50
202300028057;4;1;1;1;1;1;1;50
202300028058;4;2;2;1;1;1;1;50
202300028058;4;1;1;1;1;1;1;50
202300028059;3;2;1;1;1;1;1;80
202300028060;4;1;2;1;1;1;1;50
202300028060;4;1;1;1;1;1;1;50
202300028061;1;1;4;2;3;1;1;90
202300028062;1;3;3;1;1;2;1;110
202300028063;3;2;2;1;1;1;1;90
202300028064;3;2;4;1;1;1;4;50
202300028064;3;1;1;1;3;1;4;50
202300028064;3;;2;1;1;1;1;30
202300028065;3;3;4;1;1;1;1;50
202300028066;4;2;2;1;1;1;1;50
202300028067;1;3;2;2;1;1;2;130
202300028068;4;1;1;1;1;2;5;30
202300028068;4;1;;1;1;2;5;30
202300028069;2;3;2;1;1;1;1;90
202300028070;4;2;2;1;1;1;1;30
202300028071;1;3;3;1;1;1;2;130
202300028072;3;2;3;1;1;1;1;50
202300028073;3;2;2;2;1;2;1;30
202300028074;3;1;3;1;1;1;5;50
202300028075;1;1;4;1;1;1;6;50
202300028076;4;2;2;1;1;1;1;50
202300028076;4;1;1;2;1;1;1;50
202300028077;3;;;1;1;2;1;
202300028077;3;;4;1;1;2;1;50
202300028078;3;2;3;1;1;1;1;50
202300028078;3;1;3;1;1;1;1;50
202300028079;1;2;5;2;2;1;1;90
202300028080;3;2;3;2;1;2;1;50
202300028081;3;3;2;1;1;1;1;50
202300028082;3;1;3;1;1;1;5;50
202300028083;1;1;2;3;1;2;1;130
202300028084;3;3;2;2;1;2;1;50
202300028085;3;;1;1;1;1;1;50
202300028086;3;2;3;1;1;1;1;50
202300028087;3;2;2;1;1;1;1;80
202300028088;3;1;3;1;1;1;1;50
202300028089;3;1;2;1;1;2;1;50
202300028090;2;2;2;1;1;1;1;70
202300028090;2;2;2;;1;1;1;
202300028091;3;2;2;1;1;1;1;80
202300028091;3;2;;1;1;1;1;
202300028092;3;1;1;1;1;2;8;50
202300028092;3;3;3;1;1;2;1;50
202300028093;4;2;2;1;1;1;1;50
202300028094;3;2;2;1;3;1;3;90
202300028095;2;3;4;1;1;1;1;110
202300028096;3;2;2;1;4;1;1;80
202300028097;4;2;2;1;1;2;1;50
202300028097;4;1;1;1;1;2;1;50
202300028098;4;1;2;1;1;2;1;30
202300028099;3;2;2;1;1;1;1;80
202300028100;3;3;4;1;1;1;1;90
202300028101;4;3;2;1;1;2;1;50
202300028102;3;2;2;1;1;1;1;90
202300028103;3;2;2;2;1;1;1;80
202300028104;3;2;4;1;1;2;1;50
202300028105;4;2;2;1;1;2;1;50
202300028106;4;2;2;1;1;1;1;80
202300028107;3;2;2;1;1;1;1;50
202300028108;3;2;2;1;1;2;1;50
202300028108;3;1;1;1;1;2;1;30
202300028109;7;2;2;1;2;1;1;80
202300028109;7;2;;1;1;1;1;
202300028110;4;;0;1;1;2;1;30
202300028111;3;2;2;1;4;1;1;70
202300028112;3;2;1;1;1;1;5;50
202300028113;4;1;1;1;3;2;1;50
202300028114;3;2;2;2;1;1;3;80
202300028115;2;3;4;1;1;1;2;90
202300028116;3;;2;1;1;2;1;30
202300028117;3;2;2;1;1;1;3;80
202300028118;3;2;2;1;3;1;3;80
202300028119;1;1;2;1;1;2;1;70
202300028120;3;1;3;1;1;2;1;50
202300028121;3;2;2;1;1;1;1;80
202300028122;3;2;2;1;1;2;1;50
202300028123;7;3;8;1;1;1;1;70
202300028124;4;2;2;1;1;1;1;70
202300028124;4;2;2;1;1;1;1;
202300028125;3;2;2;1;1;1;1;80
202300028126;3;2;3;1;3;1;1;90
202300028127;1;;4;1;1;2;1;130
202300028128;4;2;2;2;2;2;1;80
202300028129;1;3;6;1;1;1;1;70
202300028130;1;3;2;1;1;2;3;130
202300028131;3;2;2;1;1;1;1;80
202300028132;3;2;2;3;1;2;3;80
202300028133;1;1;3;2;1;1;1;90
202300028134;3;2;2;1;1;1;1;50
202300028134;3;2;2;1;1;1;8;50
202300028135;3;2;2;1;3;1;1;70
202300028136;3;2;2;1;1;1;1;70
202300028137;2;1;2;1;1;1;1;110
202300028138;1;1;3;1;1;1;1;70
202300028139;3;2;2;4;2;1;1;80
202300028140;3;2;2;1;1;2;1;90
202300028140;3;2;2;2;1;2;1;80
202300028141;1;1;1;1;1;1;1;70
202300028142;4;1;1;1;1;1;1;30
202300028142;4;1;2;1;1;1;1;30
202300028143;4;2;2;4;1;1;4;50
202300028144;3;2;2;1;1;2;1;80
202300028145;4;2;2;2;1;1;1;30
202300028145;4;1;;1;1;1;1;
202300028146;4;2;2;1;1;1;3;50
202300028146;4;2;2;1;1;;;
202300028147;3;2;2;1;1;2;3;80
202300028148;4;1;1;1;1;1;1;30
202300028149;3;2;2;1;1;1;1;50
202300028149;3;1;1;1;1;1;1;
202300028150;3;2;2;1;2;1;3;50
202300028151;4;3;2;1;1;1;5;30
202300028152;3;2;2;1;1;1;3;80
202300028153;4;2;2;1;1;1;1;30
202300028154;3;2;2;1;3;1;1;50
202300028155;3;2;2;1;1;1;3;80
202300028156;4;1;;1;1;1;1;
202300028156;4;1;1;1;1;1;1;30
202300028157;3;2;1;1;1;1;1;80
202300028158;3;2;2;1;1;2;3;50
202300028159;4;1;;1;1;1;5;
202300028159;4;1;2;1;1;1;5;30
202300028160;3;2;2;1;2;1;1;80
202300028161;3;2;2;1;1;2;1;90
202300028161;3;2;;1;1;2;1;90
202300028162;4;1;2;1;1;1;5;30
202300028162;4;1;1;1;1;1;5;30
202300028163;3;2;2;2;1;1;1;50
202300028164;3;2;2;1;1;1;1;50
202300028165;4;1;2;2;1;1;1;30
202300028165;4;1;2;1;1;1;1;30
202300028166;4;1;1;1;1;1;1;30
202300028166;4;1;1;2;1;1;8;30
202300028167;3;2;2;1;1;1;1;90
202300028167;3;2;;1;1;1;1;
202300028168;2;2;2;2;4;1;1;80
202300028169;4;1;;1;1;1;1;
202300028169;4;1;1;1;1;1;1;30
202300028170;3;2;2;3;1;1;8;90
202300028171;3;2;2;2;1;2;1;80
202300028172;3;3;1;1;1;1;1;50
202300028173;4;;1;1;1;1;5;30
202300028173;4;2;3;1;1;1;5;30
202300028174;3;2;2;1;1;1;3;80
202300028175;3;2;2;1;3;1;3;80
202300028176;3;2;2;1;1;1;1;30
202300028177;3;2;2;1;1;1;1;80
202300028178;3;2;2;1;1;1;1;80
202300028179;3;2;1;1;1;1;1;30
202300028179;3;1;1;1;1;1;1;30
202300028180;3;2;2;1;1;2;1;70
202300028181;3;2;2;1;1;1;1;50
202300028182;3;2;2;1;1;1;1;70
202300028182;3;2;2;1;1;1;1;
202300028183;3;2;2;1;3;2;1;50
202300028184;3;2;2;2;3;1;1;50
202300028185;4;2;2;1;1;1;1;90
202300028185;4;2;2;2;1;1;1;
202300028186;3;1;0;2;2;1;8;110
202300028187;3;2;2;1;1;2;1;30
202300028188;4;1;1;1;1;1;1;30
202300028189;4;2;2;1;1;2;4;50
202300028190;3;2;2;1;1;1;1;80
202300028190;3;2;2;2;1;1;1;80
202300028191;3;2;2;1;1;1;1;50
202300028192;3;2;1;1;1;1;1;80
202300028193;4;1;3;1;1;1;1;50
202300028194;1;3;2;1;1;1;1;130
202300028195;3;2;2;1;1;1;1;80
202300028195;3;;;1;1;;1;
202300028196;1;3;6;1;1;1;1;70
202300028197;1;3;2;1;1;1;1;130
202300028198;3;2;2;2;3;1;1;80
202300028199;2;3;2;1;1;1;1;90
202300028200;1;1;3;1;1;1;1;110
202300028201;1;3;2;4;1;2;6;110
202300028202;1;1;3;2;1;1;1;70
202300028203;1;3;3;2;1;1;1;110
202300028204;1;1;1;2;3;2;1;70
202300028205;1;3;2;1;1;1;1;130
202300028206;3;2;2;2;1;2;1;80
202300028207;1;1;3;1;1;1;1;90
202300028208;1;3;6;1;1;1;1;110
202300028209;4;2;2;1;3;1;1;50
202300028210;1;3;3;1;3;2;1;100
202300028211;3;2;2;2;2;2;4;50
202300028212;1;3;6;1;1;1;1;90
202300028213;3;2;2;1;1;2;1;50
202300028213;3;2;2;;1;2;1;
202300028214;1;3;6;1;1;1;1;110
202300028215;2;2;2;3;2;1;1;70
202300028216;3;2;2;1;1;1;1;80
202300028217;1;3;4;1;3;1;2;50
202300028218;2;2;2;1;1;2;1;80
202300028219;1;3;6;1;1;1;1;90
202300028220;3;2;2;1;1;1;1;50
202300028220;3;2;;1;2;1;1;
202300028221;3;2;2;1;2;2;1;80
202300028222;1;3;2;2;3;1;1;90
202300028223;4;2;2;1;3;1;1;50
202300028224;1;1;4;1;1;1;1;90
202300028225;3;2;2;1;3;1;1;
202300028225;3;2;2;1;1;1;1;50
202300028226;3;2;2;1;1;1;1;80
202300028227;3;3;2;1;3;2;1;70
202300028228;3;2;2;1;1;1;1;
202300028229;1;1;4;1;1;1;1;90
202300028230;3;2;2;4;2;1;8;80
202300028231;1;;2;1;1;1;1;90
202300028232;3;4;3;1;1;1;1;80
202300028232;3;2;2;1;3;1;1;90
202300028233;1;3;3;2;1;2;1;130
202300028234;1;3;3;1;1;1;1;110
202300028235;3;2;2;1;1;1;1;80
202300028236;3;2;2;1;1;2;1;40
202300028237;4;2;2;1;1;1;1;30
202300028238;4;2;2;1;1;1;1;70
202300028239;3;2;2;1;1;2;1;50
202300028239;3;2;2;2;1;2;1;
202300028240;4;1;2;1;1;1;1;50
202300028240;4;1;4;1;1;1;1;50
202300028241;3;2;2;1;1;1;1;90
202300028242;4;1;1;1;1;1;1;30
202300028243;4;2;2;1;1;2;1;50
202300028244;3;2;2;1;1;1;1;80
202300028244;3;2;;1;1;1;1;80
202300028245;3;;2;1;1;2;1;50
202300028246;4;2;1;1;1;1;1;50
202300028247;3;2;2;2;2;1;3;80
202300028248;3;2;2;1;1;1;1;70
202300028248;3;2;2;2;1;1;1;
202300028249;3;2;2;1;1;1;1;70
202300028250;4;1;1;1;1;1;1;50
202300028250;4;2;2;1;1;1;1;50
202300028251;3;2;3;2;4;2;3;90
202300028252;3;3;2;1;2;1;6;50
202300028253;4;2;2;1;1;2;3;50
202300028254;3;1;2;1;1;1;1;70
202300028254;3;;2;1;1;1;1;80
202300028255;4;2;2;1;1;1;6;50
202300028256;3;2;2;1;1;1;1;70
202300028257;3;3;2;1;2;1;1;110
202300028258;4;2;2;1;1;1;1;50
202300028259;3;2;2;1;1;2;1;80
202300028259;3;2;;1;1;2;1;80
202300028260;1;1;2;1;1;1;1;110
202300028261;4;1;1;1;1;1;1;30
202300028262;3;2;2;2;1;2;1;90
202300028263;1;1;2;2;1;2;1;70
202300028264;4;2;2;1;1;2;1;50
202300028265;3;2;2;1;1;1;1;50
202300028265;3;2;2;1;1;1;8;50
202300028266;7;3;3;1;2;1;1;90
202300028267;3;;2;1;1;2;1;80
202300028268;4;3;2;1;1;1;1;50
202300028269;2;1;2;2;2;1;1;110
202300028270;1;1;3;1;1;1;1;90
202300028271;4;2;2;1;1;1;1;50
202300028272;7;3;9;1;1;1;1;70
202300028273;2;1;4;1;1;1;1;90
202300028274;4;2;2;1;1;1;4;50
202300028275;7;2;2;4;2;2;1;50
202300028276;1;3;4;1;1;2;1;70
202300028277;1;;2;3;1;1;1;110
202300028278;4;3;4;1;1;1;1;30
202300028278;4;1;1;1;1;1;1;
202300028279;1;1;2;2;2;1;1;90
202300028280;3;2;2;2;2;1;1;70
202300028281;1;;3;1;1;1;1;90
202300028282;1;3;6;1;1;1;1;90
202300028283;1;1;3;1;1;1;1;110
202300028284;4;2;2;1;1;1;1;50
202300028284;4;2;2;2;1;1;1;50
202300028285;4;1;3;1;1;1;1;50
202300028286;2;3;6;2;2;2;1;90
202300028287;1;;3;1;1;1;1;130
202300028288;3;2;2;1;1;1;1;30
202300028289;1;1;2;1;1;2;1;110
202300028290;4;1;1;1;1;2;1;50
202300028291;4;1;4;1;1;1;1;70
202300028292;1;3;6;1;1;1;1;110
202300028293;4;2;2;1;1;1;1;50
202300028294;2;3;2;1;3;2;1;50
202300028295;4;1;4;1;1;1;1;70
202300028296;1;1;6;1;1;1;1;70
202300028297;4;2;2;1;1;1;1;50
202300028298;2;1;2;2;1;2;1;110
202300028299;4;3;4;1;1;1;1;50
202300028300;4;1;;1;1;1;1;30
202300028301;1;3;6;1;1;1;1;90
202300028302;3;2;2;1;1;1;1;80
202300028303;2;1;3;1;1;2;1;110
202300028304;1;3;8;1;2;1;1;90
202300028305;4;2;3;2;1;1;1;30
202300028305;4;;;1;1;1;1;30
202300028306;1;1;2;2;2;2;1;90
202300028307;1;3;4;1;1;1;1;90
202300028308;4;2;0;1;1;1;1;30
202300028309;9;1;1;1;1;1;8;70
202300028310;1;1;4;1;1;2;1;50
202300028311;1;1;4;2;1;1;1;70
202300028312;1;1;2;2;2;2;1;50
202300028313;4;2;4;2;1;1;1;30
202300028313;4;1;;2;1;1;1;30
202300028314;4;1;4;1;1;1;1;70
202300028315;1;3;1;1;1;1;1;90
202300028316;1;3;3;1;1;2;1;90
202300028317;4;1;4;1;1;1;1;70
202300028318;4;;;1;1;1;1;30
202300028318;4;1;1;1;1;1;1;30
202300028319;1;3;8;1;1;1;1;90
202300028320;1;1;4;3;2;2;1;70
202300028321;4;1;4;1;1;1;1;70
202300028322;1;3;10;1;1;1;1;90
202300028323;4;1;;1;1;1;1;30
202300028323;4;1;1;1;1;1;1;30
202300028324;4;2;2;1;1;1;1;30
202300028325;1;3;3;1;2;2;1;110
202300028326;4;;;1;1;1;5;30
202300028326;4;1;3;2;1;1;5;30
202300028327;2;2;2;2;3;2;1;50
202300028328;2;3;2;1;1;1;1;90
202300028329;4;2;;1;1;1;1;
202300028329;4;2;3;1;1;1;1;30
202300028330;4;1;3;1;1;1;1;50
202300028331;4;1;1;1;1;1;1;50
202300028332;1;1;3;1;1;1;1;110
202300028333;4;2;2;1;1;1;1;30
202300028333;4;1;;1;1;1;1;
202300028334;1;1;3;1;3;2;1;70
202300028335;4;2;2;1;1;1;5;30
202300028336;4;;2;1;1;1;1;50
202300028336;4;2;2;1;1;1;1;50
202300028337;1;;2;1;1;2;1;90
202300028338;4;1;2;1;1;1;5;30
202300028338;4;;;1;1;1;1;30
202300028339;3;2;0;1;1;1;1;50
202300028340;3;2;2;1;1;1;1;50
202300028341;3;3;6;1;1;1;6;50
202300028342;4;2;4;1;1;1;1;30
202300028343;3;2;2;2;1;1;1;50
202300028343;3;;2;4;1;1;1;50
202300028344;4;;0;1;1;1;1;30
202300028345;4;2;2;1;1;1;1;50
202300028346;4;1;;1;1;1;1;
202300028346;4;1;2;1;2;1;1;50
202300028347;4;;2;1;1;2;1;50
202300028348;3;1;2;1;1;1;1;50
202300028349;4;2;2;2;1;2;1;30
202300028349;4;2;2;1;1;2;1;30
202300028350;4;1;2;1;1;1;1;30
202300028350;4;1;3;1;1;1;1;30
202300028351;3;;2;1;1;1;1;50
202300028351;3;1;2;1;1;1;1;50
202300028352;4;2;2;1;1;1;1;50
202300028353;3;2;4;1;1;1;1;50
202300028354;3;2;2;1;1;1;1;50
202300028355;2;1;0;1;3;1;1;50
202300028356;4;2;2;1;1;1;1;30
202300028357;2;3;4;1;2;2;1;110
202300028358;4;2;2;1;1;1;1;50
202300028359;3;3;4;1;1;1;1;50
202300028359;3;2;3;1;1;1;1;
202300028360;3;2;4;1;1;1;1;50
202300028361;3;1;2;1;1;1;1;30
202300028362;3;1;1;1;2;1;1;50
202300028363;4;1;0;1;1;1;5;50
202300028363;4;2;1;1;1;1;5;50
202300028364;4;1;1;1;1;1;1;30
202300028365;3;1;3;1;1;1;1;30
202300028366;3;2;2;1;1;1;1;50
202300028367;4;1;2;1;1;1;4;50
202300028368;3;2;2;2;1;1;1;30
202300028368;3;2;2;1;1;1;1;30
202300028369;4;2;2;1;1;1;1;30
202300028370;3;2;2;4;1;1;1;50
202300028370;3;;;1;1;1;1;
202300028371;3;2;2;1;1;1;5;50
202300028372;4;3;4;2;1;1;1;50
202300028373;3;1;1;1;1;1;1;30
202300028373;3;2;2;1;1;1;1;30
202300028374;3;2;2;1;3;1;1;50
202300028375;6;;;1;1;1;1;
202300028376;3;2;2;1;1;1;1;50
202300028377;3;2;2;1;1;1;1;50
202300028378;1;3;2;1;1;1;1;110
202300028379;6;;;1;1;1;8;30
202300028380;3;2;2;1;1;1;3;80
202300028381;3;1;3;1;1;1;1;50
202300028382;4;2;2;2;1;1;1;50
202300028383;4;2;2;1;1;2;1;30
202300028383;4;2;5;1;1;2;1;50
202300028384;3;1;1;1;2;1;1;50
202300028385;3;2;2;1;3;1;3;80
202300028386;4;2;;1;1;1;1;
202300028386;4;2;1;3;1;1;1;50
202300028387;3;2;2;1;1;1;1;50
202300028388;4;2;2;2;1;2;1;50
202300028388;4;2;2;1;1;2;1;50
202300028389;3;2;2;2;1;1;1;80
202300028390;3;2;2;2;2;1;3;90
202300028391;3;2;2;1;1;1;1;30
202300028391;3;2;2;2;1;1;1;30
202300028392;4;1;1;1;1;1;1;30
202300028392;4;2;2;1;3;1;1;50
202300028393;3;2;3;1;1;1;1;80
202300028394;3;2;2;1;1;1;1;50
202300028395;1;3;2;1;2;1;1;90
202300028396;3;1;2;1;1;1;1;50
202300028397;4;;1;1;1;1;1;50
202300028398;2;2;2;2;1;2;1;50
202300028399;4;2;2;1;1;2;1;50
202300028400;4;2;2;1;1;1;3;50
202300028401;7;2;2;1;4;1;3;80
202300028402;2;2;2;1;1;2;1;50
202300028403;1;3;6;1;3;1;1;130
202300028404;3;3;2;1;1;1;1;90
202300028405;3;2;2;1;1;1;1;80
202300028406;3;2;2;1;3;1;1;70
202300028407;4;;2;1;1;1;1;50
202300028408;3;2;2;2;1;1;3;80
202300028409;4;2;2;1;1;1;1;50
202300028410;3;2;2;1;1;1;1;80
202300028411;3;2;2;2;1;2;3;90
202300028412;3;2;2;1;1;1;3;80
202300028412;3;2;2;1;1;1;3;
202300028413;4;2;1;1;1;1;1;50
202300028414;3;2;2;2;3;1;3;90
202300028415;4;2;2;1;1;1;1;50
202300028416;4;2;2;1;1;1;3;50
202300028417;2;3;2;2;3;1;1;110
202300028418;7;2;2;2;1;1;1;50
202300028419;4;2;3;1;1;1;1;50
202300028420;4;2;2;1;1;1;1;
202300028420;4;2;2;1;1;1;1;80
202300028421;3;2;2;1;1;1;1;50
202300028421;3;2;;1;1;1;1;50
202300028422;4;2;2;1;1;1;1;70
202300028423;4;3;4;1;1;2;1;50
202300028423;4;2;2;1;1;2;1;50
202300028424;3;2;2;1;1;1;1;50
202300028425;2;2;2;1;3;1;1;80
202300028426;4;2;2;1;1;2;1;50
202300028427;4;2;2;1;1;1;1;50
202300028428;3;2;2;1;3;2;1;50
202300028429;3;2;2;1;3;1;1;80
202300028430;4;1;1;1;2;2;3;50
202300028431;3;2;2;2;1;1;1;70
202300028432;4;2;2;2;2;1;1;50
202300028433;4;1;1;1;2;1;8;30
202300028434;3;2;2;2;3;1;8;80
202300028435;4;1;1;1;2;2;8;50
202300028436;3;2;2;1;2;1;1;90
202300028437;4;2;2;1;1;1;1;30
202300028438;3;2;2;1;1;2;3;80
202300028439;3;2;2;1;2;1;1;50
202300028440;4;;1;1;1;1;1;50
202300028441;3;1;1;2;1;1;1;50
202300028441;3;2;1;2;1;1;1;50
202300028442;2;2;2;2;2;1;3;80
202300028443;3;2;1;1;1;1;1;50
202300028444;4;2;2;1;1;1;1;50
202300028445;3;2;2;1;1;1;8;90
202300028445;3;2;;1;2;1;8;80
202300028446;4;2;2;1;1;2;1;30
202300028447;3;2;2;2;3;1;1;80
202300028447;3;2;;2;2;1;1;
202300028448;1;1;2;1;2;8;1;70
202300028449;4;2;2;2;1;1;1;50
202300028450;7;2;2;1;2;1;3;80
202300028451;2;2;2;1;1;1;8;60
202300028452;4;2;2;1;1;1;1;50
202300028453;4;2;2;2;1;1;1;30
202300028453;4;2;;1;1;1;1;
202300028454;3;2;2;1;1;2;1;50
202300028454;3;1;2;1;2;2;1;50
202300028455;1;2;0;1;1;1;1;80
202300028455;1;3;2;1;1;1;1;
202300028456;2;2;0;1;2;1;1;50
202300028456;2;2;0;1;1;1;1;50
202300028457;4;3;0;1;1;2;1;50
202300028458;3;2;2;1;3;1;3;70
202300028459;3;2;2;1;1;1;1;90
202300028460;7;1;2;2;1;2;1;30
202300028461;1;3;3;1;1;1;1;130
202300028462;4;3;2;1;1;1;1;50
202300028462;4;2;;1;1;1;1;
202300028463;3;2;2;1;1;1;3;90
202300028464;3;2;2;1;2;1;1;80
202300028465;4;1;1;1;3;1;1;30
202300028466;4;2;1;1;2;1;1;30
202300028467;3;2;2;1;3;1;1;50
202300028467;3;3;2;1;1;1;1;50
202300028468;4;3;2;1;1;1;1;50
202300028469;3;2;2;1;1;1;1;50
202300028470;4;2;2;1;1;1;1;50
202300028471;6;;;1;1;1;1;
202300028472;3;2;2;1;1;2;1;50
202300028472;3;2;2;1;1;2;1;30
202300028473;4;3;2;1;1;1;1;50
202300028474;3;2;3;1;1;1;1;80
202300028474;3;2;3;2;1;1;8;80
202300028475;4;2;2;1;1;2;1;50
202300028476;3;2;2;3;3;1;3;90
202300028477;4;2;2;1;1;2;1;30
202300028478;4;2;2;1;1;1;1;50
202300028479;3;2;2;1;1;1;1;50
202300028480;4;1;2;1;1;1;1;50
202300028481;3;2;2;1;1;1;1;80
202300028481;3;2;2;1;1;1;1;
202300028482;3;2;2;1;3;1;1;50
202300028483;4;2;2;1;1;1;1;50
202300028484;4;3;6;1;1;1;1;50
202300028485;3;2;2;1;1;1;1;50
202300028486;3;2;2;2;2;1;3;80
202300028487;7;1;1;2;1;2;5;50
202300028487;7;2;1;1;1;2;5;30
202300028488;3;3;2;1;3;1;8;80
202300028489;4;2;2;2;3;1;3;50
202300028490;4;2;2;1;1;1;1;50
202300028491;4;3;2;1;1;2;1;30
202300028492;2;3;4;1;1;1;1;110
202300028493;4;2;2;1;1;6;1;50
202300028494;3;2;2;1;1;1;5;80
202300028495;4;2;1;1;1;1;1;30
202300028495;4;2;2;1;1;1;1;30
202300028496;3;2;2;1;1;1;1;50
202300028497;3;2;2;2;3;2;1;50
202300028498;4;2;2;2;2;1;1;50
202300028498;4;2;2;2;3;1;1;50
202300028499;1;1;3;1;1;1;1;110
202300028500;3;2;2;2;2;1;3;80
202300028501;1;3;3;1;1;1;1;90
202300028502;3;2;2;1;1;1;1;30
202300028503;1;2;3;1;1;1;1;110
202300028504;3;2;2;2;2;1;1;80
202300028505;7;2;2;1;1;2;1;50
202300028506;2;3;2;1;2;1;3;110
202300028507;4;1;1;1;2;1;1;50
202300028508;4;2;2;2;1;1;1;50
202300028509;4;3;4;1;1;1;1;50
202300028510;1;3;4;1;1;1;1;110
202300028511;1;1;4;1;3;1;1;50
202300028512;2;2;2;2;3;1;1;80
202300028512;2;;;;;1;;
202300028513;4;2;2;1;1;1;1;50
202300028514;1;3;4;1;1;1;1;110
202300028515;4;2;2;1;1;1;4;50
202300028516;4;2;6;1;1;2;1;50
202300028517;1;3;8;1;1;1;2;110
202300028518;2;2;3;1;1;1;1;80
202300028519;3;;2;1;1;1;8;50
202300028520;2;3;3;1;3;1;1;110
202300028521;3;2;2;2;3;9;1;80
202300028522;4;2;2;1;1;2;1;50
202300028523;1;;3;1;1;1;1;90
202300028524;3;2;2;2;1;1;1;80
202300028525;4;2;2;1;1;1;1;50
202300028526;4;2;2;2;1;1;1;50
202300028527;1;1;4;1;1;1;1;90
202300028528;4;2;2;4;1;1;1;50
202300028529;4;2;2;1;1;1;1;50
202300028530;3;2;2;1;1;1;1;80
202300028530;3;2;;1;1;1;1;
202300028531;4;2;4;1;1;1;1;50
202300028532;3;2;2;1;1;2;1;50
202300028533;4;;;1;1;1;1;30
202300028533;4;2;2;1;1;1;1;50
202300028534;3;2;2;1;1;1;1;50
202300028535;4;2;2;1;1;2;1;50
202300028536;1;1;3;1;3;1;8;50
202300028537;4;1;2;2;2;2;1;50
202300028538;4;2;2;1;1;1;1;50
202300028538;4;1;2;1;1;1;6;50
202300028539;3;2;2;2;1;2;3;80
202300028540;1;3;4;1;1;1;1;130
202300028541;4;2;2;1;2;1;1;50
202300028541;4;2;2;2;1;1;1;50
202300028542;1;1;4;1;1;1;3;130
202300028543;4;1;1;1;1;2;1;50
202300028544;1;3;4;1;1;1;3;130
202300028545;3;2;2;2;2;1;1;50
202300028546;4;2;4;1;1;2;1;30
202300028546;4;1;;1;1;2;1;30
202300028547;3;;2;4;1;1;4;30
202300028548;4;2;2;1;1;1;1;50
202300028549;3;2;2;1;1;1;1;80
